userName,content,score,at,label
Zul Ikram,Event tidak masuk akal,1,2024-01-10 11:27:24,negatif
Galih Yusyanto,sinyal kntl,1,2024-01-10 11:24:51,negatif
Moch Rifai,bagus,4,2024-01-10 11:23:47,positif
Afkar Ali,istimewa,5,2024-01-10 11:17:12,positif
Tono Tini,"Surabaya kota besar Lo. Tapi sinyal INTERNET IM3 DISINI SERING LEMOT, HILANG DAN PUTUS.. BANGKE",1,2024-01-10 11:16:18,negatif
Fera Ersyid,"bagus,sinyal kuat",3,2024-01-10 11:06:07,negatif
rena novalia,baik sekali,5,2024-01-10 11:05:03,positif
ibrahim Ibrahim,bagus,5,2024-01-10 11:04:22,positif
apri anto,ok,5,2024-01-10 10:54:29,positif
Mim Fikri,bagus sekali,5,2024-01-10 10:53:41,positif
Rachmatzaky zaky,mantap,4,2024-01-10 10:51:26,positif
Deni Nugraha,"sinyal ilang mulu, kalo gini terus orang pasti pada pindah provider",1,2024-01-10 10:50:07,negatif
Asip Bahria,banyak promonya mantap,5,2024-01-10 10:46:01,positif
Lestari tari,apk yg sangat baik makanya aku kasih 5,5,2024-01-10 10:45:32,positif
Andi Rizal,Mantap,5,2024-01-10 10:44:24,positif
ARy RTF,makin jelek aja ni kartu👎👎👎👎,1,2024-01-10 10:40:47,negatif
Aldho Sary,bagus,5,2024-01-10 10:38:07,positif
hendro sukoco (Kecek creator),Semakin mahal semakin ga stabil jaringan parah parah bintang 1,1,2024-01-10 10:36:56,negatif
Dhias Dwi Andhika,Kenapa saya tidak bisa masuk ke apk ini ??,1,2024-01-10 10:35:21,negatif
Fransiskus Toni,lumayan lancar,4,2024-01-10 10:35:12,positif
Saipul,mantap,5,2024-01-10 10:26:27,positif
Pratama Saja,Ngeleg ajg,1,2024-01-10 10:23:22,negatif
Ardian Soraya,Nah gini dong kan enak.,5,2024-01-10 10:19:02,positif
-SATRYA -,"Apalah im3 ni lagi enak"" main epep ngirim pesan gaje...""bonus kouta 2.5 gb"" pas di ambil gk bisa Kalau gk bisa diambil jan ngirim pesan gaje lah anjay Lagi main epep malah dikirimin pesan gaje !ol Jadi fream hp gua 😑 anjay lah Besok kalau gk biss diambil jan ngirim"" gaje lah min!!!! Note : kalau ada ngasih rating bintang nol gua kasih nol!!!!",1,2024-01-10 10:16:27,negatif
Putrii Gayatri Anastasia,kok error mulu yaa padahal jaringan bagus loh,1,2024-01-10 10:10:52,negatif
Rica Mulyadi,keren,5,2024-01-10 10:10:34,positif
Vivo,sangat 👍,5,2024-01-10 10:09:59,positif
Pengguna Google,Haduuuuh semakin mahal,3,2024-01-10 10:08:47,negatif
Telet Jozz,Aplikasi rusak nggak bisa di buka,1,2024-01-10 10:07:46,negatif
Imam Aja,Sering hilang sinyalx bulan 1 ini..hmpir tiap malam jringanx hilang....parahhh,1,2024-01-10 10:07:32,negatif
Adhi Cahyono,"Bug teks lokasi tidak muncul ketika menggunakan aplikasi geotag untuk share foto lokasi, padahal ketika mnggunakan axis atau wifi bisa muncul, tolong diperbaiki atau saya tidak lanjut lagi berlangganan tiap bulan",1,2024-01-10 10:05:22,negatif
Mhmd Umar,"Saya minta kepada pihak Indosat agar mengembalikan uanga saya , saya sudah membeli paket internet di my im3 tapi gagal sedangkan uang saya di dana ilang sudah masuk pembayaran tapi kaoutanya gagal",1,2024-01-10 10:04:32,negatif
Tiara Tiara,Sangat membantu,5,2024-01-10 10:02:48,positif
Zîonnn,"indosat maling, pencuri biadab ga tau malu, ga ada angin ga ada hujan tiba"" pulsa kesedot banyak kocak banget, pdhl sblm nya data seluler ga aktif, udah gitu sinyal nya ghoib busuk, berharap ga pernah ada yang namanya 'indosat'.",1,2024-01-10 10:01:20,negatif
Yana yolanda Gelenchia panjaitan,"Jaringan lemot, mau bangkrut kali lu, kuota tambah mahal, jaringan lemot bner, sesuain dong",1,2024-01-10 09:52:05,negatif
Eris Safaryani01,"Gimana nih beli paket 2gb tapi yang bisa kepake 1gb doang 🥴, hadeuh",1,2024-01-10 09:48:10,negatif
Nira Julia,"Mau buka aplikasinya gangguan mulu padahal gak ada kendala di jaringan, buka yang lain juga lancar-lancar aja tuh.",3,2024-01-10 09:34:42,negatif
Heri Setiawan,mengecewakan sekaleeeee,1,2024-01-10 09:32:47,negatif
wisnu daniel,"Tolong dipikir pelanggan lama,yg punya nomer 10digit /11 digit jangan pelit bonus. Dikasih paketan data yg murah,masak pelanggan baru saja yg di kasih promo...yg benerrrr sajaaa. Contoh:Kalau 100gb harga 100rb,yg disamain saja!! Tiap nomer kok beda akhir-akhir ini saya lihat",3,2024-01-10 09:28:31,negatif
Putri Awalia,bagus,5,2024-01-10 09:25:38,positif
Pauji111 111,ok,5,2024-01-10 09:20:46,positif
rama febriana,mantappp,5,2024-01-10 09:19:08,positif
Dindaa Suparman,"Mau beli paket susahnya mashaAllah.... Diproses diproses tp gagal ml, lama2 ganti kartu sepertinya klw begini ml Padahal udh belasan th pake im3 😪",1,2024-01-10 09:16:17,negatif
Daeng Muli,Di samping yang mungkin tidak banyak bicara diminta hadir dengan beberapa klik disini saya menggunakan,4,2024-01-10 09:12:38,positif
Yuyu Sukarsih,sangat membantu saya dalam cek pulsa dan kuota,5,2024-01-10 09:07:32,positif
Siti jubaedah Situ jubaedah,yuo,5,2024-01-10 09:05:28,positif
ALAN Jt,Tidak bisa melakukan transaksi,1,2024-01-10 09:02:49,negatif
AL Be Continued Channel,Paket nya makin mahal,1,2024-01-10 08:52:52,negatif
Tatang Suryana,Pada mahal sekarang paketnya,1,2024-01-10 08:47:16,negatif
Denmas Satria Aji,bagus,4,2024-01-10 08:46:00,positif
Rey,Min kenapa pas aku klaim kuota 1 gb nyicil dpt 250 mb kuota utama yang dulu malah ilang padahal masih 1 gb an,5,2024-01-10 08:44:40,positif
Wahyu Gaming,aplikasi GG gua kasih bintang 5,5,2024-01-10 08:40:51,positif
Yovita Ita,Apa ndk pernah gunakan coba kalian soal nya byk Alpkasi aku disini suka ingin youtobe atau yout byk ayat ayat Alquran rukyah,5,2024-01-10 08:40:35,positif
Safira Nurmagfira,Bagus,5,2024-01-10 08:37:07,positif
Saufi Riandy,jaringan tolol..... klo download leletnya minta ampun!!!!!,1,2024-01-10 08:36:39,negatif
Auladina Syifa arrahmah,kemarin saya beli kuota nggak masuk-masuk dan akhirnya pulsa saya berkurang padahal tidak terpakai,1,2024-01-10 08:33:40,negatif
Yudha Yogaswara,Jaringan lemot kocag,1,2024-01-10 08:33:04,negatif
Kapten Oleng,terbaik,5,2024-01-10 08:27:20,positif
Muhammad Syafii,bagus,5,2024-01-10 08:24:29,positif
mursaha saha,saya kasih bintang lima......,5,2024-01-10 08:17:07,positif
Mas abdul soleh Soleh,bagus,4,2024-01-10 08:13:56,positif
Anda Handa,selalu susah buat beli gangguan Mulu Kon,1,2024-01-10 08:11:51,negatif
Mnur Sidik,jaringan lebih baik apabila hujan kadang sinyalnya lemah saat hujan,5,2024-01-10 07:57:41,positif
Maz Munip,Gua saranin ya njing kalo gua beli pulsa belom di paketin ya jangan langsung lu ilangin njing jadi kebuang sia² uang gua,1,2024-01-10 07:57:30,negatif
Didik Soli,mantab,5,2024-01-10 07:53:35,positif
Dendi Saputra,"jaringan macam babi, indosat taii",1,2024-01-10 07:48:19,negatif
Moon Riz,Apa udah di restart devince udah di wa kalo ini kartu kaya dihutan ga ada sinyal jelek udah mah ngleg main game sinyal lemot udah ganti APN udah lah ga usah jadi provider kartu gini mah meningan jadi langanan,1,2024-01-10 07:44:03,negatif
asep satiawan,"Satu kata buat indosat buat main game,(PELEEEEEEEEER) .mndingyan kartu axis,meskipun ank xl ,v stabil, Anak m3 ,yng namanya 3 lebih lebih ,padahal gw pelanggan indosat dari mulai ada,jaringan indosat.ampe sekarang,",1,2024-01-10 07:34:14,negatif
Ilham Fatkur,"Gini amat beli paket di wa, pas di tawarin flashsale ga niat beli, pas mau ketik hot promo tiba² kebeli sendiri, mana pulsa 20k buat beli yang lain malah ke beli si flash sale 10k cuman 3hari lagi rugi² padahal ada sisa pulsa.mohon pihak im3 menindak lanjuti dan memberi kompensasi. Dihati anda memang tidak rugi tapi dihati saya rugi karena pulsa 20k mending buat beli hot promo lainnya dari pada flash sale 10k nanggung sumpah.",1,2024-01-10 07:32:22,negatif
k AF,"Makin lama semakin mahal harganya, jaringan juga nggak stabil tiba"" ping naik tinggi, kaga jelas!!! Rugi belinya Benerin koneksi internetnya, paket data doang dinaikin terus !!!!",1,2024-01-10 07:18:11,negatif
Ahmad Baharudin,B aja,5,2024-01-10 07:16:07,positif
Rahmat Farizi,baik,4,2024-01-10 07:13:59,positif
Nooranggrah Aditialiansyah,"Sedot pulsa keceng GK ada semenit 10 ribu habis, padahal yg bermasalah jaringan anda loh, udah poin hangus 5 ribu, jaringan juga belum ada kemajuan",2,2024-01-10 07:12:45,negatif
SelfMade Bahaoui,saya tidak pernah dapat paket gratis,1,2024-01-10 07:08:45,negatif
Muhammad Anas,oke,5,2024-01-10 07:06:45,positif
Kristian Simangunsong,"Setingan, katanya dapat bonus² pas dibuka malah di bohongi ngentod",1,2024-01-10 06:59:14,negatif
Ronal Do,Indosat tambah buruk jaringan nya paket nya tambah mahal masa cuma 13 KB mohon di perbaiki lah,1,2024-01-10 06:56:17,negatif
Abiyan Abiyan alif alfaris,bagus,4,2024-01-10 06:54:30,positif
M. Misbahussurur,Lebih suka tampilan yang sekarang drpd kemaren. Lebih enteng,5,2024-01-10 06:48:25,positif
Simon Habranto,bagus,4,2024-01-10 06:39:50,positif
Ananda Hira Ahveen Pranajhma,"Pelayanannya semakin jelek. Pulsa saya tiba tiba hilang, saldo DANA saya pun ditarik oleh transaksi yang gak jelas dari Indosat. kena tipu juga saya beli paket, padahal transaksi nya berhasil tapi paketnya gak masuk. habis itu saya komplen tapi admin admin customer service nya ternyata jago playing victim, menyalahkan pihak lain padahal bukti screenshot udah jelas kesalahan dari indosa. Hati hati guys jangan sampe kena tipu kaya gue. Sorry banget nih ya Indosat tapi gue jujur",1,2024-01-10 06:36:05,negatif
Ilyas Permana,"Guna gak guna, aplikasi sulit kebuka",3,2024-01-10 06:31:24,negatif
Syahroni Onik,mantul banget IM3,5,2024-01-10 06:31:03,positif
Akbar Yudistira,bagus,5,2024-01-10 06:24:24,positif
Riyan Arisandi Chaniago,"Kenapa udah seminggu ini ga bisa dibuka aplikasinya ya,padahal sudah di restart dan uninstal ulang tapi masih tetap aja ga bisa dibuka,ada apakah gerangan dengan myim3?😔",1,2024-01-10 06:17:03,negatif
Putra Riska,Aplikasi tidak bisa di buka eror terus,1,2024-01-10 06:12:39,negatif
ary anja,Ok,5,2024-01-10 06:11:44,positif
Julia Kartika Andini,gasuka banget sekarang sama mylM3 mahal banget sekrang padahal udah lama makek ga semahal sekarang,1,2024-01-10 06:09:00,negatif
Aris Cahya,lagi tuku kok langsung entek,5,2024-01-10 05:59:35,positif
Kutuk doang,Jaringan Gangguan Terus Ni Paket Gua Beli Ya Bukan Gratis Jadi Jangan Se Enaknya Bikin Jaringan,1,2024-01-10 05:49:38,negatif
Oki Yudo,mantul. mantap betul,5,2024-01-10 05:48:21,positif
Smart People,Provider pencuri pulsa,1,2024-01-10 05:45:25,negatif
Sujito Sujito,hebat,5,2024-01-10 05:41:51,positif
Itarovita,Bgus,5,2024-01-10 05:40:08,positif
Ilyas Mulyana,pake m3 memang Good,5,2024-01-10 05:40:05,positif
No Name,"saya sudah menjadi pelanggan indosat 10 tahun, makin kesini paketan mahal sinyal jelek bgt sering ilang²an sering ngadat. pas lagi zoom kelas gmn coba zzzzz",2,2024-01-10 05:37:15,negatif
Samsung Galaxy A10,lumayan,3,2024-01-10 05:37:09,negatif
Fika makmur,Sangat baik!,5,2024-01-10 05:34:48,positif
Agung Maulana,memudahkan kita untuk pembelian pulsa dan Kouta,4,2024-01-10 05:31:36,positif
YUDI ARTA739,"Jaringanya nge lag banget+++ tolong dong di benerin, jangan sampai gw ganti kartu, tolong laah masak jelek gini, lemot banget, dengerin kelus kesah kami m3 dulu jarenganya bagus lah Sekarang mines banget--",1,2024-01-10 05:26:40,negatif
Shila Ajha,inasaallah,5,2024-01-10 05:18:36,positif
Ary Untung,semoga tidak lemot,5,2024-01-10 05:17:38,positif
febrian muamir,"Pulsa ga dipake buat apa2 malah ngurang, maksudnya gimana indosat?!",1,2024-01-10 05:15:56,negatif
Istanto Anto,Aplikasi sll error susah d buka,2,2024-01-10 05:11:40,negatif
Ras Inah,ko sekarang IM3 ga ada paket yelow nya ya itu kan lebih hemat dibandingkan paket freedom,5,2024-01-10 05:03:19,positif
Dwi Andini,sangat baik,5,2024-01-10 04:56:46,positif
Dana jaya,Kenapa sinyal selalu error',1,2024-01-10 04:55:25,negatif
Halan Delan,Sumpah pulsa gua ngilang mulu padahal gak ngaktifin apa apa,1,2024-01-10 04:54:03,negatif
Jayy,Kartu gj tiap menit jaringan kadang ilang,1,2024-01-10 04:51:01,negatif
Asep Yudha,mkasih.. tolong perbaiki jaringan sering lemot,5,2024-01-10 04:49:58,positif
Deden Aprisa,Makin hari makin tolol jaringan Indosat lelet nya minta ampun selalu gangguan mana ga ada kuota geratisan,3,2024-01-10 04:46:06,negatif
Fran Siska,luar biasa,4,2024-01-10 04:43:26,positif
ilham irwansyah,baru downlad,3,2024-01-10 04:42:38,negatif
Novy Yunita,sangat puas,4,2024-01-10 04:42:10,positif
Hanafisyam Fahmi,Jos,5,2024-01-10 04:31:20,positif
Rais S,"Kok mkin kesini jaringan y lemot bgt, kecewa bgt udah langganan lama,ga kek biasa y,tolong donk jgn bikin kecewa langganan lama.",1,2024-01-10 04:30:29,negatif
Evi Suhendar,my entry memang yg terbaik.,5,2024-01-10 04:26:00,positif
Abd Fatah Hs,Kok hak aktif,5,2024-01-10 04:21:20,positif
Alexsandre Agustine,mudah,4,2024-01-10 04:20:55,positif
Azhar,alus lah,5,2024-01-10 04:19:45,positif
Misran Ptk,mantap,5,2024-01-10 04:13:12,positif
Herry Cau,puas,1,2024-01-10 04:13:11,negatif
Kue Lapis,Ok. Banyak pilihan kuota,5,2024-01-10 04:06:09,positif
Adang Ahmadi,saya suka,5,2024-01-10 04:00:29,positif
Mashita Sita,sangat puas dengan aplikasi myIM3,5,2024-01-10 03:59:33,positif
Dani Kurniyan,Harusnya semakin naik harga kuota internet semakin baik layanan dan jaringan internetnya..,1,2024-01-10 03:57:37,negatif
Irene Irene,Kemarin im3 Pulsa safe Sekarang TIDAK PULSA SAFE lagi. Kepotong banyak banget pulsa saya! Tolong im3 jgn suka-suka buat kebijakan yg merugikan pengguna dong. Kalau masih gini lagi mending pakai provider lain.,1,2024-01-10 03:49:11,negatif
Maswa Airlangga,sangat membantu,5,2024-01-10 03:42:24,positif
NEKO,Min kembelikan mode offline susah mau masukan vaucher kola paket bener bener habis,5,2024-01-10 03:37:20,positif
Rofiq ganteng,Bangke emang indosat. Beli data 140ribu dapet 60gb cman di pake buat 4hari saja,1,2024-01-10 03:32:46,negatif
DAOX RD,Kenapa pemeliharaan apl dana belum tersedia di kios myim3 ..,2,2024-01-10 03:27:16,negatif
Faisal Nurcahyo,"Provider aneh ngasih promo gak niat atau gak mau rugi banget promo 20 ribu dapat 10gb pas isi ulang pulsa promonya hilang hahaha, mana sekarang harga kuotanya mahal-mahal lagi lebih mahal daripada TELKOMSEL masih bagusan sinyal TELKOMSEL malah😂😂😂",1,2024-01-10 03:27:09,negatif
Rizal Faozi,Awal tahun jaringan ga jelas.! Sangat kurang nyaman pdahl udh bertaun2 dg indosat.! Buknya awal tahun tambag bagus ini palah Down.! Kecewa,1,2024-01-10 03:21:22,negatif
Rico Tampaty,ok,5,2024-01-10 03:13:55,positif
Bahtiar Rifai,Sangat bagus,5,2024-01-10 03:08:37,positif
Siti ervina,Indosat pelit ga ada kuota gratis huh minimal kaya axisnet lah ada juga gratisan tapi dikit doang dasar kartu merakyat,1,2024-01-10 03:04:47,negatif
M Rosyadi,makasih ya cashbacknya heheehe,5,2024-01-10 03:03:38,positif
Hokem 123,sangat baik,5,2024-01-10 03:00:53,positif
Haerull Anwarr,"Udah mahal, sinyal buruk, chat operator yang gak jelas, tiba² iklan pas main game, pulsa sering kesedot, parahhhhhhhh",1,2024-01-10 02:58:23,negatif
Sadartama Sipayung,sangat baik,5,2024-01-10 02:56:14,positif
Pioo Pioo,"Aplikasi bobrok, chat bantuan otomatis, sampe ke wa otomatis, ga ada fungsi nya,",1,2024-01-10 02:56:10,negatif
Ngatumi Selona,sipppp,5,2024-01-10 02:53:18,positif
Syafri Neldi,Paket nya boros dan mahall,1,2024-01-10 02:52:34,negatif
Danangtryazzahra Dtz,"Apl nya semakin buruk, dan muahal, ga kaya apl yg dulu tiap harinya ada promo. Sangat mengecewakan",1,2024-01-10 02:52:33,negatif
fitri fit,oke,5,2024-01-10 02:49:17,positif
Dicki Wahyudi,Sinyal nya tidak stabil sering hilang-hilang. Dan sangat menggangu aktifitas. Saya sendiri pengguna lama kartu ini. jadi tolong diperbaiki lagi agar para penggunanya nyaman. Masa sudah mahal2 sinyal ga stabil. PARAHH.,1,2024-01-10 02:39:41,negatif
Nzzayaftim,"nomor baruku masih ke sambung sama nomor orang sebelumnya, jadi banyak nomor ga dikenal ngehubungi saya. ga banget indosat.",1,2024-01-10 02:32:38,negatif
Rafanda Fanda,tolong kasih gratisan kuota dong,5,2024-01-10 02:27:53,positif
Qwerty Uiop,udah beli paketan pake pulsa tp dari malam sampe pagi status masih di proses terus....,1,2024-01-10 02:26:44,negatif
Irfan 1234,ngeleg mulu,1,2024-01-10 02:24:36,negatif
Hasan Husaeri,Error mulu perasaan..,5,2024-01-10 02:24:21,positif
Anggie Tamuji,"Tukang colong pulsa bangsatt!! Pdhl paketan data udah gue matiin , tetep aje gue isi pulsa kena ptongan bajingannnn....",1,2024-01-10 02:22:29,negatif
PacoL PacoL,sangat baik,5,2024-01-10 02:21:46,positif
Narima Putri,baik,1,2024-01-10 02:19:22,negatif
beruang kero,Jaringan kalian kenapa ya....biasanya malam itu selalu down sekarang pagi dan siang juga down......fitur lapor jaringan ada dimana ya....dah lah mending kalian ganti kartu aja,1,2024-01-10 02:16:47,negatif
Abdilah Ktg,bagus bangettt,5,2024-01-10 02:14:00,positif
Gilang Eka,"Apaan sih ini kouta IM3 setiap hari naik .. makin mahal , geblek jadi benci gw lama"" sama IM3 . Bukan nya makin di perbaiki malah tiap hari makin naik gajelas .... Blokkkk",1,2024-01-10 02:09:13,negatif
Pitri Yuniandini 29,"Jaringan tidak stabil, untuk masuk ke akun saja harus beberapa kali meminta kode verifikasi, itupun pengirimannya sangat lama, ketika dimasukan kode sudah exp. Ketika dicoba kembali, akun pengguna malah diblokir sementara. Sangat mengecewakan, kalo bisa saya kirim ulasan ini tanpa rating sama sekali. Terimakasih",1,2024-01-10 02:08:00,negatif
Mantap Brata Putra,"sinyal lemah di daerah Indralaya Mulya Kecamatan Indralaya Kabupaten Ogan Ilir, silahkan diperhatikan dan diperbaiki, dan perbaiki juga sinyal kartu tri, harganya juga dikurangi ya, jangan mahal2, terimakasih",1,2024-01-10 02:07:26,negatif
Handi Embe,Ko aplikasi sy gabisa kebuka,1,2024-01-10 01:33:20,negatif
rendy22 Afiqa,murah...,4,2024-01-10 01:33:13,positif
Bang Jecks (エコノビヤント),Aplikasinya Tidak Bisa Dibuka,1,2024-01-10 01:28:52,negatif
GGMu GAMERSS,"Min, minta tolong saya beli kouta ggal terus padahal pulsa sudah di isi",1,2024-01-10 01:28:38,negatif
Nycho sholykhul Ramadha,Masa iya beli pulsa 5.000 kemarin sekarang udh 800 ae GK di paki juga bisa ngurang.toling benerin bug nya ini meresahkan banget _-,2,2024-01-10 01:26:24,negatif
Abdul Hadi,"60 gb cmn seminggu gila x y, pemakaian wa doang 60 gb cmn seminggu lebih sehari, ganti provider mendingan...",1,2024-01-10 01:19:31,negatif
Gho Pil,Aneh pdahal paket ada tpi knpa gk onlen,1,2024-01-10 01:02:47,negatif
Andika Bagus,"PAKAI PULSA DARURAT BERHASIL , TPI PULSA Y TDK MASUK , STIAP KALI ISI ULANG KEPOTONG , UDA 4 KALI KAYAK GITU , IM3 NIAT GK SI BIKIN APLIKASI PULSA DARURAT , APA INI HANYA AKA2 AN IM3 DOANG BIAR UNTUNG BNYAK ? KECEWA",1,2024-01-10 00:59:15,negatif
Nabil Kurniawan,kurang banyak poin,2,2024-01-10 00:55:03,negatif
Fitri Handayani,"Sebenernya ini udah cukup bagus, hanya saja setiap ganti nomor (ganti akun) itu kadang bermasalah, oppss terus. Masa harus restart terus, kan gak nyaman juga ya. Semoga lebih ditingkatkan lagi perbaikan aplikasinya ya admin. Terima kasih.",5,2024-01-10 00:53:50,positif
Muhammad Zakizain,memudahkan paketan,5,2024-01-10 00:51:46,positif
pak boy,"pulsa dan daftar kuota tiba tiba hilang, sinyal kurang stabil",1,2024-01-10 00:48:36,negatif
Imam Prasetiya,Ngisi kuota dalem proses terus Ampe kuota abis blm selesai dproses makin parah pelayanannya,1,2024-01-10 00:37:57,negatif
Albet 10,Kenapa aflikasinya ganguan bang,1,2024-01-10 00:26:28,negatif
A Besar!,ayo gabung brsm mylm3 bs dpt kuota gratis lo,2,2024-01-10 00:20:48,negatif
Ambang Fajar Bagaskara,Tolong setelah update aplikasi malah masa aktif kartu jadi tidak muncul Tolong diperbaiki Saya memberikan Bintang 5 karna saya suka Indosat,5,2024-01-10 00:19:49,positif
Bebas 2,Hari ini m3 jaringamnya knp oi edge trus,1,2024-01-10 00:13:49,negatif
firmansa susianto,Semenjak update aplikasinya jelek Banyak bug sering log out sendiri akunya,2,2024-01-10 00:03:40,negatif
Ham Dani,Ok,5,2024-01-10 00:02:15,positif
Mohammad Khofar,baik,2,2024-01-09 23:56:45,negatif
Anang Makruf,mantul yg lebih murah lagi,5,2024-01-09 23:46:37,positif
Agiel 93,nice,5,2024-01-09 23:45:25,positif
KAMALUDIN n,perbaiki jaringan nya ya,5,2024-01-09 23:44:52,positif
Moh Safaat,Membantu,5,2024-01-09 23:32:34,positif
Riski darwansah,bAgus sekali,5,2024-01-09 23:29:44,positif
Yun Tel,"paketan mmng murah, tp sinyal nya ilang2.. kurang sih menurut saya. walaupon sya tinggal d kota, tp sinyal naik turun. 🤭 komenan dari pengguna bnyk yg TIDAK MEMUASKAN. tolong im3 d bgusin lgi",2,2024-01-09 23:29:42,negatif
Ella,sinyal nya kuat.mantaaaap,5,2024-01-09 23:26:30,positif
Pipit Vozafashion,keren,5,2024-01-09 23:22:17,positif
anjelo 7,optimah lah tapi kalo ada bonusan si gokil,5,2024-01-09 23:15:41,positif
Muhammad Faiz,"code verifikasi gak muncul"", login lewat google jadi ribetttt.",2,2024-01-09 23:13:21,negatif
